Census_Tract_Name,Total population
Census Tract 2375; Los Angeles County; California!!Estimate,"2,727"
Census Tract 2376; Los Angeles County; California!!Estimate,"4,092"
Census Tract 2377.10; Los Angeles County; California!!Estimate,"4,372"
Census Tract 2377.20; Los Angeles County; California!!Estimate,"3,447"
Census Tract 2378; Los Angeles County; California!!Estimate,"4,160"
Census Tract 2379; Los Angeles County; California!!Estimate,"4,040"
Census Tract 2380; Los Angeles County; California!!Estimate,"5,438"
Census Tract 2381; Los Angeles County; California!!Estimate,"5,205"
Census Tract 2382; Los Angeles County; California!!Estimate,"6,827"
Census Tract 2383.10; Los Angeles County; California!!Estimate,"5,102"
Census Tract 2383.20; Los Angeles County; California!!Estimate,"3,513"
Census Tract 2384; Los Angeles County; California!!Estimate,"4,495"
Census Tract 2392.01; Los Angeles County; California!!Estimate,"3,400"
Census Tract 2392.02; Los Angeles County; California!!Estimate,"5,385"
Census Tract 2393.10; Los Angeles County; California!!Estimate,"4,021"
Census Tract 2393.20; Los Angeles County; California!!Estimate,"3,105"
Census Tract 2393.30; Los Angeles County; California!!Estimate,"3,119"
Census Tract 2395.01; Los Angeles County; California!!Estimate,"3,583"
Census Tract 2395.02; Los Angeles County; California!!Estimate,"3,691"
Census Tract 2396.01; Los Angeles County; California!!Estimate,"3,753"
Census Tract 2396.02; Los Angeles County; California!!Estimate,"3,753"
Census Tract 2397.01; Los Angeles County; California!!Estimate,"4,021"
Census Tract 2397.02; Los Angeles County; California!!Estimate,"4,687"
Census Tract 2398.01; Los Angeles County; California!!Estimate,"4,174"
Census Tract 2398.02; Los Angeles County; California!!Estimate,"5,426"
Census Tract 2400.10; Los Angeles County; California!!Estimate,"3,962"
Census Tract 2400.20; Los Angeles County; California!!Estimate,"5,366"
Census Tract 2402; Los Angeles County; California!!Estimate,"5,737"
Census Tract 2403.01; Los Angeles County; California!!Estimate,"2,870"
Census Tract 2403.02; Los Angeles County; California!!Estimate,"3,013"
Census Tract 2404.01; Los Angeles County; California!!Estimate,"5,911"
Census Tract 2404.02; Los Angeles County; California!!Estimate,"3,904"
Census Tract 2405; Los Angeles County; California!!Estimate,"6,415"
Census Tract 2406; Los Angeles County; California!!Estimate,"4,807"
Census Tract 2407; Los Angeles County; California!!Estimate,"6,429"
Census Tract 2408; Los Angeles County; California!!Estimate,"4,749"
Census Tract 2409.01; Los Angeles County; California!!Estimate,"2,503"
Census Tract 2409.02; Los Angeles County; California!!Estimate,"3,614"
Census Tract 2410.01; Los Angeles County; California!!Estimate,"4,457"
Census Tract 2410.02; Los Angeles County; California!!Estimate,"3,830"
Census Tract 2411.10; Los Angeles County; California!!Estimate,"3,585"
Census Tract 2411.20; Los Angeles County; California!!Estimate,"4,245"
Census Tract 2412.01; Los Angeles County; California!!Estimate,"3,147"
Census Tract 2412.02; Los Angeles County; California!!Estimate,"4,825"
Census Tract 2413; Los Angeles County; California!!Estimate,"2,378"
Census Tract 2414; Los Angeles County; California!!Estimate,"3,901"
Census Tract 2420; Los Angeles County; California!!Estimate,"4,161"
Census Tract 2421; Los Angeles County; California!!Estimate,"2,402"
Census Tract 2422.01; Los Angeles County; California!!Estimate,"4,004"
Census Tract 2422.02; Los Angeles County; California!!Estimate,"2,729"
Census Tract 2423; Los Angeles County; California!!Estimate,"4,851"
Census Tract 2426; Los Angeles County; California!!Estimate,"4,714"
Census Tract 2427; Los Angeles County; California!!Estimate,"4,723"
Census Tract 2430.01; Los Angeles County; California!!Estimate,"3,246"
Census Tract 2430.02; Los Angeles County; California!!Estimate,"2,721"
Census Tract 2431; Los Angeles County; California!!Estimate,"5,186"
Census Tract 2611.02; Los Angeles County; California!!Estimate,"3,990"
Census Tract 2611.03; Los Angeles County; California!!Estimate,"1,722"
Census Tract 2611.04; Los Angeles County; California!!Estimate,"1,672"
Census Tract 2612; Los Angeles County; California!!Estimate,"3,880"
Census Tract 2621; Los Angeles County; California!!Estimate,"2,721"
Census Tract 2622; Los Angeles County; California!!Estimate,"4,630"
Census Tract 2623.01; Los Angeles County; California!!Estimate,"2,976"
Census Tract 2623.02; Los Angeles County; California!!Estimate,"2,940"
Census Tract 2623.03; Los Angeles County; California!!Estimate,"2,824"
Census Tract 2624; Los Angeles County; California!!Estimate,"2,893"
Census Tract 2625.01; Los Angeles County; California!!Estimate,"3,732"
Census Tract 2626.01; Los Angeles County; California!!Estimate,"3,418"
Census Tract 2626.04; Los Angeles County; California!!Estimate,"5,884"
Census Tract 2627.04; Los Angeles County; California!!Estimate,"3,595"
Census Tract 2627.06; Los Angeles County; California!!Estimate,"3,383"
Census Tract 2628.02; Los Angeles County; California!!Estimate,"3,636"
Census Tract 2640; Los Angeles County; California!!Estimate,"3,083"
Census Tract 2641.02; Los Angeles County; California!!Estimate,"2,965"
Census Tract 2641.03; Los Angeles County; California!!Estimate,"2,748"
Census Tract 2643.03; Los Angeles County; California!!Estimate,"2,702"
Census Tract 2643.04; Los Angeles County; California!!Estimate,"2,264"
Census Tract 2643.05; Los Angeles County; California!!Estimate,"4,526"
Census Tract 2643.06; Los Angeles County; California!!Estimate,"1,694"
Census Tract 2651; Los Angeles County; California!!Estimate,"2,301"
Census Tract 2652.01; Los Angeles County; California!!Estimate,"2,491"
Census Tract 2652.03; Los Angeles County; California!!Estimate,"1,993"
Census Tract 2652.04; Los Angeles County; California!!Estimate,"1,466"
Census Tract 2653.01; Los Angeles County; California!!Estimate,"12,987"
Census Tract 2653.03; Los Angeles County; California!!Estimate,"4,468"
Census Tract 2653.04; Los Angeles County; California!!Estimate,"3,088"
Census Tract 2653.06; Los Angeles County; California!!Estimate,"1,806"
Census Tract 2653.07; Los Angeles County; California!!Estimate,"2,407"
Census Tract 2654.10; Los Angeles County; California!!Estimate,"1,726"
Census Tract 2654.20; Los Angeles County; California!!Estimate,"1,636"
Census Tract 2655.21; Los Angeles County; California!!Estimate,"1,585"
Census Tract 2655.22; Los Angeles County; California!!Estimate,"2,332"
Census Tract 2655.23; Los Angeles County; California!!Estimate,"2,286"
Census Tract 2655.24; Los Angeles County; California!!Estimate,"2,768"
Census Tract 2656.01; Los Angeles County; California!!Estimate,"3,045"
Census Tract 2656.02; Los Angeles County; California!!Estimate,"3,057"
Census Tract 2657.01; Los Angeles County; California!!Estimate,"1,845"
Census Tract 2657.02; Los Angeles County; California!!Estimate,"3,107"
Census Tract 2671.01; Los Angeles County; California!!Estimate,"2,891"
Census Tract 2671.02; Los Angeles County; California!!Estimate,"2,957"
Census Tract 2672.01; Los Angeles County; California!!Estimate,"2,832"
Census Tract 2672.02; Los Angeles County; California!!Estimate,"3,779"
Census Tract 2673; Los Angeles County; California!!Estimate,"4,155"
Census Tract 2674.03; Los Angeles County; California!!Estimate,"3,559"
Census Tract 2674.04; Los Angeles County; California!!Estimate,"3,547"
Census Tract 2674.05; Los Angeles County; California!!Estimate,"2,423"
Census Tract 2674.06; Los Angeles County; California!!Estimate,"1,932"
Census Tract 2675.02; Los Angeles County; California!!Estimate,"3,281"
Census Tract 2675.03; Los Angeles County; California!!Estimate,"2,216"
Census Tract 2675.04; Los Angeles County; California!!Estimate,"3,568"
Census Tract 2676; Los Angeles County; California!!Estimate,"2,469"
Census Tract 2677; Los Angeles County; California!!Estimate,"3,753"
Census Tract 2678; Los Angeles County; California!!Estimate,"3,483"
Census Tract 2679.01; Los Angeles County; California!!Estimate,"3,106"
Census Tract 2679.02; Los Angeles County; California!!Estimate,"3,609"
Census Tract 2690; Los Angeles County; California!!Estimate,"4,867"
Census Tract 2691; Los Angeles County; California!!Estimate,"4,264"
Census Tract 2693; Los Angeles County; California!!Estimate,"3,771"
Census Tract 2695; Los Angeles County; California!!Estimate,"4,202"
Census Tract 2696.01; Los Angeles County; California!!Estimate,"3,465"
Census Tract 2696.02; Los Angeles County; California!!Estimate,"2,217"
Census Tract 2697; Los Angeles County; California!!Estimate,"3,858"
Census Tract 2698; Los Angeles County; California!!Estimate,"3,140"
Census Tract 2699.03; Los Angeles County; California!!Estimate,"3,487"
Census Tract 2699.05; Los Angeles County; California!!Estimate,"2,234"
Census Tract 2699.06; Los Angeles County; California!!Estimate,"2,998"
Census Tract 2699.07; Los Angeles County; California!!Estimate,"2,553"
Census Tract 2699.08; Los Angeles County; California!!Estimate,"1,916"
Census Tract 2699.09; Los Angeles County; California!!Estimate,"2,088"
Census Tract 2701.01; Los Angeles County; California!!Estimate,"1,796"
Census Tract 2701.02; Los Angeles County; California!!Estimate,"2,154"
Census Tract 2702; Los Angeles County; California!!Estimate,"3,606"
Census Tract 2703; Los Angeles County; California!!Estimate,"2,560"
Census Tract 2711; Los Angeles County; California!!Estimate,"2,317"
Census Tract 2712; Los Angeles County; California!!Estimate,"2,495"
Census Tract 2713; Los Angeles County; California!!Estimate,"5,216"
Census Tract 2714; Los Angeles County; California!!Estimate,"3,203"
Census Tract 2715; Los Angeles County; California!!Estimate,"2,928"
Census Tract 2716; Los Angeles County; California!!Estimate,"5,370"
Census Tract 2717.02; Los Angeles County; California!!Estimate,"4,293"
Census Tract 2717.03; Los Angeles County; California!!Estimate,"2,754"
Census Tract 2717.04; Los Angeles County; California!!Estimate,"2,982"
Census Tract 2718.01; Los Angeles County; California!!Estimate,"3,368"
Census Tract 2718.03; Los Angeles County; California!!Estimate,"3,188"
Census Tract 2718.04; Los Angeles County; California!!Estimate,"2,293"
Census Tract 2719.01; Los Angeles County; California!!Estimate,"3,358"
Census Tract 2719.02; Los Angeles County; California!!Estimate,"3,987"
Census Tract 2721; Los Angeles County; California!!Estimate,"4,441"
Census Tract 2722.01; Los Angeles County; California!!Estimate,"2,022"
Census Tract 2722.02; Los Angeles County; California!!Estimate,"3,034"
Census Tract 2723.01; Los Angeles County; California!!Estimate,"3,265"
Census Tract 2723.02; Los Angeles County; California!!Estimate,"3,779"
Census Tract 2731; Los Angeles County; California!!Estimate,"3,026"
Census Tract 2732; Los Angeles County; California!!Estimate,"2,778"
Census Tract 2733; Los Angeles County; California!!Estimate,"2,857"
Census Tract 2734.03; Los Angeles County; California!!Estimate,"1,360"
Census Tract 2734.04; Los Angeles County; California!!Estimate,"1,508"
Census Tract 2735.02; Los Angeles County; California!!Estimate,"2,571"
Census Tract 2736; Los Angeles County; California!!Estimate,"2,138"
Census Tract 2737; Los Angeles County; California!!Estimate,"2,751"
Census Tract 2738; Los Angeles County; California!!Estimate,"2,945"
Census Tract 2739.02; Los Angeles County; California!!Estimate,"4,238"
Census Tract 2741; Los Angeles County; California!!Estimate,"4,365"
Census Tract 2742.02; Los Angeles County; California!!Estimate,"3,858"
Census Tract 2751.01; Los Angeles County; California!!Estimate,935
Census Tract 2751.02; Los Angeles County; California!!Estimate,"4,043"
Census Tract 2752; Los Angeles County; California!!Estimate,"3,793"
Census Tract 2753.11; Los Angeles County; California!!Estimate,"4,805"
Census Tract 2753.12; Los Angeles County; California!!Estimate,"2,042"
Census Tract 2753.13; Los Angeles County; California!!Estimate,"3,583"
Census Tract 2754; Los Angeles County; California!!Estimate,"4,487"
Census Tract 2755; Los Angeles County; California!!Estimate,"5,102"
Census Tract 2756.03; Los Angeles County; California!!Estimate,"2,778"
Census Tract 2756.04; Los Angeles County; California!!Estimate,"10,392"
Census Tract 2756.05; Los Angeles County; California!!Estimate,"2,878"
Census Tract 2760; Los Angeles County; California!!Estimate,"6,682"
Census Tract 2761.01; Los Angeles County; California!!Estimate,"3,424"
Census Tract 2761.02; Los Angeles County; California!!Estimate,"3,365"
Census Tract 2764; Los Angeles County; California!!Estimate,"4,448"
Census Tract 2765; Los Angeles County; California!!Estimate,"5,508"
Census Tract 2766.01; Los Angeles County; California!!Estimate,"4,101"
Census Tract 2766.05; Los Angeles County; California!!Estimate,"2,461"
Census Tract 2766.06; Los Angeles County; California!!Estimate,"3,384"
Census Tract 2766.07; Los Angeles County; California!!Estimate,"2,879"
Census Tract 2766.08; Los Angeles County; California!!Estimate,"1,874"
Census Tract 2770; Los Angeles County; California!!Estimate,"6,014"
Census Tract 2771; Los Angeles County; California!!Estimate,"3,285"
Census Tract 2772; Los Angeles County; California!!Estimate,"1,796"
Census Tract 2774; Los Angeles County; California!!Estimate,0
Census Tract 2780.01; Los Angeles County; California!!Estimate,"2,349"
Census Tract 2781.02; Los Angeles County; California!!Estimate,"2,973"
Census Tract 2911.10; Los Angeles County; California!!Estimate,"4,192"
Census Tract 2911.20; Los Angeles County; California!!Estimate,"2,041"
Census Tract 2911.30; Los Angeles County; California!!Estimate,"3,233"
Census Tract 2912.10; Los Angeles County; California!!Estimate,"4,766"
Census Tract 2912.20; Los Angeles County; California!!Estimate,"2,942"
Census Tract 2913; Los Angeles County; California!!Estimate,"3,025"
Census Tract 2920.01; Los Angeles County; California!!Estimate,"4,511"
Census Tract 2920.02; Los Angeles County; California!!Estimate,"1,968"
Census Tract 2932.03; Los Angeles County; California!!Estimate,"2,785"
Census Tract 2932.04; Los Angeles County; California!!Estimate,"3,694"
Census Tract 2932.05; Los Angeles County; California!!Estimate,"3,372"
Census Tract 2932.06; Los Angeles County; California!!Estimate,"2,696"
Census Tract 2933.01; Los Angeles County; California!!Estimate,"2,556"
Census Tract 2933.02; Los Angeles County; California!!Estimate,"4,496"
Census Tract 2933.04; Los Angeles County; California!!Estimate,"4,796"
Census Tract 2933.06; Los Angeles County; California!!Estimate,"2,424"
Census Tract 2933.07; Los Angeles County; California!!Estimate,"2,532"
Census Tract 2941.10; Los Angeles County; California!!Estimate,"3,866"
Census Tract 2941.20; Los Angeles County; California!!Estimate,"2,618"
Census Tract 2942; Los Angeles County; California!!Estimate,"4,306"
Census Tract 2943.01; Los Angeles County; California!!Estimate,"2,798"
Census Tract 2943.02; Los Angeles County; California!!Estimate,"4,490"
Census Tract 2944.10; Los Angeles County; California!!Estimate,"5,142"
Census Tract 2944.21; Los Angeles County; California!!Estimate,"2,694"
Census Tract 2945.10; Los Angeles County; California!!Estimate,"4,361"
Census Tract 2945.20; Los Angeles County; California!!Estimate,"3,563"
Census Tract 2946.10; Los Angeles County; California!!Estimate,"4,359"
Census Tract 2946.20; Los Angeles County; California!!Estimate,"3,860"
Census Tract 2947.01; Los Angeles County; California!!Estimate,"2,692"
Census Tract 2948.10; Los Angeles County; California!!Estimate,"3,830"
Census Tract 2948.20; Los Angeles County; California!!Estimate,"3,275"
Census Tract 2948.30; Los Angeles County; California!!Estimate,"3,927"
Census Tract 2949; Los Angeles County; California!!Estimate,"4,045"
Census Tract 2951.03; Los Angeles County; California!!Estimate,"5,081"
Census Tract 2962.10; Los Angeles County; California!!Estimate,"3,365"
Census Tract 2962.20; Los Angeles County; California!!Estimate,"4,124"
Census Tract 2963; Los Angeles County; California!!Estimate,"5,103"
Census Tract 2964.01; Los Angeles County; California!!Estimate,"3,251"
Census Tract 2964.02; Los Angeles County; California!!Estimate,"3,175"
Census Tract 2965; Los Angeles County; California!!Estimate,"3,746"
Census Tract 2966; Los Angeles County; California!!Estimate,"5,368"
Census Tract 2969.01; Los Angeles County; California!!Estimate,"4,202"
Census Tract 2969.02; Los Angeles County; California!!Estimate,"4,792"
Census Tract 2970.01; Los Angeles County; California!!Estimate,"1,694"
Census Tract 2970.02; Los Angeles County; California!!Estimate,"4,508"
Census Tract 2971.10; Los Angeles County; California!!Estimate,"4,584"
Census Tract 2971.20; Los Angeles County; California!!Estimate,"3,517"
Census Tract 2972.01; Los Angeles County; California!!Estimate,"3,964"
Census Tract 2972.02; Los Angeles County; California!!Estimate,"4,112"
Census Tract 2973; Los Angeles County; California!!Estimate,"2,074"
Census Tract 2974; Los Angeles County; California!!Estimate,"3,607"
Census Tract 2975.01; Los Angeles County; California!!Estimate,"2,586"
Census Tract 2975.02; Los Angeles County; California!!Estimate,"2,602"
Census Tract 2976.01; Los Angeles County; California!!Estimate,"3,556"
Census Tract 2976.02; Los Angeles County; California!!Estimate,"3,575"
Census Tract 3001; Los Angeles County; California!!Estimate,"6,511"
Census Tract 3002; Los Angeles County; California!!Estimate,"5,550"
Census Tract 3003.01; Los Angeles County; California!!Estimate,"5,834"
Census Tract 3004; Los Angeles County; California!!Estimate,"5,810"
Census Tract 3005.01; Los Angeles County; California!!Estimate,"2,911"
Census Tract 3005.03; Los Angeles County; California!!Estimate,"4,968"
Census Tract 3006.01; Los Angeles County; California!!Estimate,"5,899"
Census Tract 3006.02; Los Angeles County; California!!Estimate,"3,251"
Census Tract 3007.01; Los Angeles County; California!!Estimate,"5,129"
Census Tract 3007.02; Los Angeles County; California!!Estimate,"5,450"
Census Tract 3008; Los Angeles County; California!!Estimate,"7,139"
Census Tract 3009.01; Los Angeles County; California!!Estimate,"5,475"
Census Tract 3009.02; Los Angeles County; California!!Estimate,"2,077"
Census Tract 3010; Los Angeles County; California!!Estimate,"5,512"
Census Tract 3011; Los Angeles County; California!!Estimate,"7,113"
Census Tract 3012.03; Los Angeles County; California!!Estimate,"3,768"
Census Tract 3012.04; Los Angeles County; California!!Estimate,"4,705"
Census Tract 3012.05; Los Angeles County; California!!Estimate,"2,078"
Census Tract 3012.06; Los Angeles County; California!!Estimate,"5,510"
Census Tract 3013; Los Angeles County; California!!Estimate,"2,047"
Census Tract 3014; Los Angeles County; California!!Estimate,"3,970"
Census Tract 3015.01; Los Angeles County; California!!Estimate,"1,774"
Census Tract 3015.02; Los Angeles County; California!!Estimate,"7,329"
Census Tract 3016.01; Los Angeles County; California!!Estimate,"5,388"
Census Tract 3016.02; Los Angeles County; California!!Estimate,"3,657"
Census Tract 3017.01; Los Angeles County; California!!Estimate,"2,661"
Census Tract 3017.02; Los Angeles County; California!!Estimate,"6,020"
Census Tract 3018.01; Los Angeles County; California!!Estimate,"5,625"
Census Tract 3018.02; Los Angeles County; California!!Estimate,"5,403"
Census Tract 3019.01; Los Angeles County; California!!Estimate,"3,884"
Census Tract 3019.02; Los Angeles County; California!!Estimate,"3,261"
Census Tract 3020.02; Los Angeles County; California!!Estimate,"4,016"
Census Tract 3020.03; Los Angeles County; California!!Estimate,"3,740"
Census Tract 3020.04; Los Angeles County; California!!Estimate,"4,184"
Census Tract 3021.02; Los Angeles County; California!!Estimate,"5,866"
Census Tract 3021.03; Los Angeles County; California!!Estimate,"4,995"
Census Tract 3021.04; Los Angeles County; California!!Estimate,"3,521"
Census Tract 3022.01; Los Angeles County; California!!Estimate,"3,718"
Census Tract 3022.02; Los Angeles County; California!!Estimate,"4,924"
Census Tract 3023.01; Los Angeles County; California!!Estimate,"3,765"
Census Tract 3023.02; Los Angeles County; California!!Estimate,"5,245"
Census Tract 3024.01; Los Angeles County; California!!Estimate,"7,673"
Census Tract 3025.03; Los Angeles County; California!!Estimate,"3,978"
Census Tract 3025.04; Los Angeles County; California!!Estimate,"3,519"
Census Tract 3025.05; Los Angeles County; California!!Estimate,"3,972"
Census Tract 3025.06; Los Angeles County; California!!Estimate,"3,385"
Census Tract 3101; Los Angeles County; California!!Estimate,"5,535"
Census Tract 3102.01; Los Angeles County; California!!Estimate,"5,082"
Census Tract 3102.02; Los Angeles County; California!!Estimate,"4,718"
Census Tract 3103; Los Angeles County; California!!Estimate,"3,032"
Census Tract 3104; Los Angeles County; California!!Estimate,"3,636"
Census Tract 3105.01; Los Angeles County; California!!Estimate,"3,699"
Census Tract 3106.01; Los Angeles County; California!!Estimate,"6,498"
Census Tract 3106.02; Los Angeles County; California!!Estimate,"2,735"
Census Tract 3107.01; Los Angeles County; California!!Estimate,"2,429"
Census Tract 3107.03; Los Angeles County; California!!Estimate,"5,270"
Census Tract 3107.04; Los Angeles County; California!!Estimate,"4,470"
Census Tract 3107.05; Los Angeles County; California!!Estimate,"2,530"
Census Tract 3108; Los Angeles County; California!!Estimate,"5,123"
Census Tract 3109; Los Angeles County; California!!Estimate,"6,810"
Census Tract 3110; Los Angeles County; California!!Estimate,"3,764"
Census Tract 3111; Los Angeles County; California!!Estimate,"3,998"
Census Tract 3112; Los Angeles County; California!!Estimate,"3,171"
Census Tract 3113; Los Angeles County; California!!Estimate,"3,915"
Census Tract 3114; Los Angeles County; California!!Estimate,"2,320"
Census Tract 3115; Los Angeles County; California!!Estimate,"5,963"
Census Tract 3116.01; Los Angeles County; California!!Estimate,"2,947"
Census Tract 3116.02; Los Angeles County; California!!Estimate,"4,546"
Census Tract 3117; Los Angeles County; California!!Estimate,"5,852"
Census Tract 3118.01; Los Angeles County; California!!Estimate,"2,922"
Census Tract 3118.02; Los Angeles County; California!!Estimate,"4,200"
Census Tract 3201.01; Los Angeles County; California!!Estimate,"3,402"
Census Tract 3201.02; Los Angeles County; California!!Estimate,"3,681"
Census Tract 3202.01; Los Angeles County; California!!Estimate,"4,058"
Census Tract 3202.02; Los Angeles County; California!!Estimate,"6,000"
Census Tract 3203; Los Angeles County; California!!Estimate,"6,575"
Census Tract 4002.05; Los Angeles County; California!!Estimate,"2,478"
Census Tract 4002.06; Los Angeles County; California!!Estimate,"5,525"
Census Tract 4002.07; Los Angeles County; California!!Estimate,"4,627"
Census Tract 4002.08; Los Angeles County; California!!Estimate,"1,388"
Census Tract 4002.09; Los Angeles County; California!!Estimate,"4,581"
Census Tract 4003.04; Los Angeles County; California!!Estimate,"8,310"
Census Tract 4004.02; Los Angeles County; California!!Estimate,"4,185"
Census Tract 4004.03; Los Angeles County; California!!Estimate,"4,123"
Census Tract 4004.04; Los Angeles County; California!!Estimate,"4,039"
Census Tract 4005.01; Los Angeles County; California!!Estimate,"1,897"
Census Tract 4006.02; Los Angeles County; California!!Estimate,"4,382"
Census Tract 4006.03; Los Angeles County; California!!Estimate,"4,947"
Census Tract 4006.05; Los Angeles County; California!!Estimate,"7,178"
Census Tract 4008.01; Los Angeles County; California!!Estimate,"6,935"
Census Tract 4010.01; Los Angeles County; California!!Estimate,"2,626"
Census Tract 4010.02; Los Angeles County; California!!Estimate,"4,324"
Census Tract 4011.01; Los Angeles County; California!!Estimate,"5,695"
Census Tract 4011.02; Los Angeles County; California!!Estimate,"4,073"
Census Tract 4012.01; Los Angeles County; California!!Estimate,"3,612"
Census Tract 4012.02; Los Angeles County; California!!Estimate,"4,344"
Census Tract 4012.03; Los Angeles County; California!!Estimate,"4,757"
Census Tract 4013.03; Los Angeles County; California!!Estimate,"2,242"
Census Tract 4013.04; Los Angeles County; California!!Estimate,"4,939"
Census Tract 4013.11; Los Angeles County; California!!Estimate,"6,923"
Census Tract 4013.12; Los Angeles County; California!!Estimate,"4,712"
Census Tract 4015; Los Angeles County; California!!Estimate,"6,022"
Census Tract 4016.01; Los Angeles County; California!!Estimate,"5,428"
Census Tract 4016.02; Los Angeles County; California!!Estimate,"5,570"
Census Tract 4017.05; Los Angeles County; California!!Estimate,"2,784"
Census Tract 4017.06; Los Angeles County; California!!Estimate,"4,533"
Census Tract 4017.07; Los Angeles County; California!!Estimate,"8,607"
Census Tract 4018.01; Los Angeles County; California!!Estimate,"4,570"
Census Tract 4018.02; Los Angeles County; California!!Estimate,"3,724"
Census Tract 4019.01; Los Angeles County; California!!Estimate,"4,095"
Census Tract 4019.02; Los Angeles County; California!!Estimate,"6,101"
Census Tract 4020.01; Los Angeles County; California!!Estimate,"4,125"
Census Tract 4020.02; Los Angeles County; California!!Estimate,"3,935"
Census Tract 4021.01; Los Angeles County; California!!Estimate,"4,856"
Census Tract 4021.02; Los Angeles County; California!!Estimate,"5,136"
Census Tract 4022; Los Angeles County; California!!Estimate,"7,069"
Census Tract 4023.01; Los Angeles County; California!!Estimate,"5,468"
Census Tract 4023.03; Los Angeles County; California!!Estimate,"3,779"
Census Tract 4023.04; Los Angeles County; California!!Estimate,"3,942"
Census Tract 4024.03; Los Angeles County; California!!Estimate,"5,226"
Census Tract 4024.04; Los Angeles County; California!!Estimate,"1,642"
Census Tract 4024.05; Los Angeles County; California!!Estimate,"2,428"
Census Tract 4024.06; Los Angeles County; California!!Estimate,"4,601"
Census Tract 4025.01; Los Angeles County; California!!Estimate,"4,856"
Census Tract 4025.03; Los Angeles County; California!!Estimate,"4,330"
Census Tract 4025.04; Los Angeles County; California!!Estimate,"2,295"
Census Tract 4026.01; Los Angeles County; California!!Estimate,"2,854"
Census Tract 4026.02; Los Angeles County; California!!Estimate,"4,841"
Census Tract 4027.02; Los Angeles County; California!!Estimate,"4,937"
Census Tract 4027.03; Los Angeles County; California!!Estimate,"5,401"
Census Tract 4027.05; Los Angeles County; California!!Estimate,"3,596"
Census Tract 4027.06; Los Angeles County; California!!Estimate,"3,658"
Census Tract 4028.01; Los Angeles County; California!!Estimate,"4,335"
Census Tract 4028.03; Los Angeles County; California!!Estimate,"3,477"
Census Tract 4028.04; Los Angeles County; California!!Estimate,"4,145"
Census Tract 4029.02; Los Angeles County; California!!Estimate,"6,896"
Census Tract 4029.03; Los Angeles County; California!!Estimate,"3,650"
Census Tract 4029.04; Los Angeles County; California!!Estimate,"3,615"
Census Tract 4030; Los Angeles County; California!!Estimate,"6,991"
Census Tract 4033.05; Los Angeles County; California!!Estimate,"2,318"
Census Tract 4033.16; Los Angeles County; California!!Estimate,"7,007"
Census Tract 4033.17; Los Angeles County; California!!Estimate,"5,152"
Census Tract 4033.18; Los Angeles County; California!!Estimate,"5,909"
Census Tract 4033.19; Los Angeles County; California!!Estimate,"4,206"
Census Tract 4033.20; Los Angeles County; California!!Estimate,"5,384"
Census Tract 4033.21; Los Angeles County; California!!Estimate,"5,392"
Census Tract 4033.23; Los Angeles County; California!!Estimate,"5,592"
Census Tract 4033.24; Los Angeles County; California!!Estimate,"5,947"
Census Tract 4033.25; Los Angeles County; California!!Estimate,"4,853"
Census Tract 4033.26; Los Angeles County; California!!Estimate,"2,328"
Census Tract 4033.27; Los Angeles County; California!!Estimate,"2,431"
Census Tract 4033.28; Los Angeles County; California!!Estimate,"5,333"
Census Tract 4034.01; Los Angeles County; California!!Estimate,"4,911"
Census Tract 4034.02; Los Angeles County; California!!Estimate,"3,243"
Census Tract 4034.03; Los Angeles County; California!!Estimate,"5,177"
Census Tract 4034.04; Los Angeles County; California!!Estimate,"2,200"
Census Tract 4034.07; Los Angeles County; California!!Estimate,"2,265"
Census Tract 4034.08; Los Angeles County; California!!Estimate,"6,164"
Census Tract 4034.09; Los Angeles County; California!!Estimate,"3,897"
Census Tract 4035; Los Angeles County; California!!Estimate,"1,438"
Census Tract 4036.01; Los Angeles County; California!!Estimate,"6,590"
Census Tract 4037.02; Los Angeles County; California!!Estimate,"4,186"
Census Tract 4037.03; Los Angeles County; California!!Estimate,"4,786"
Census Tract 4037.21; Los Angeles County; California!!Estimate,"5,569"
Census Tract 4037.22; Los Angeles County; California!!Estimate,"5,437"
Census Tract 4038.01; Los Angeles County; California!!Estimate,"5,605"
Census Tract 4038.02; Los Angeles County; California!!Estimate,"6,221"
Census Tract 4039.01; Los Angeles County; California!!Estimate,"2,976"
Census Tract 4039.02; Los Angeles County; California!!Estimate,"5,250"
Census Tract 4040; Los Angeles County; California!!Estimate,"4,547"
Census Tract 4041; Los Angeles County; California!!Estimate,"6,307"
Census Tract 4042.01; Los Angeles County; California!!Estimate,"3,551"
Census Tract 4042.03; Los Angeles County; California!!Estimate,"4,165"
Census Tract 4043.01; Los Angeles County; California!!Estimate,"6,257"
Census Tract 4043.02; Los Angeles County; California!!Estimate,"2,412"
Census Tract 4044.01; Los Angeles County; California!!Estimate,"3,902"
Census Tract 4044.02; Los Angeles County; California!!Estimate,"4,624"
Census Tract 4045.01; Los Angeles County; California!!Estimate,"2,721"
Census Tract 4045.03; Los Angeles County; California!!Estimate,"2,988"
Census Tract 4045.04; Los Angeles County; California!!Estimate,"4,844"
Census Tract 4046; Los Angeles County; California!!Estimate,"1,352"
Census Tract 4047.01; Los Angeles County; California!!Estimate,"5,737"
Census Tract 4047.02; Los Angeles County; California!!Estimate,"4,792"
Census Tract 4047.03; Los Angeles County; California!!Estimate,"3,209"
